purchase_request,Date,month-year,labels,total,currency,status,responsible
TTK-47004371,22/6/2020,6-2020,company_a,85815.19,CHF,In Progress,buyer_4
TTK-38709314,13/6/2020,6-2020,company_b,93542.73,PLN,Clarification,buyer_6
TTK-70118699,11/1/2020,1-2020,company_b,87885.86,EUR,Closed,buyer_6
TTK-2297855,12/7/2020,7-2020,company_c,61378.69,CHF,In Progress,buyer_1
TTK-73684891,20/1/2020,1-2020,company_b,57258.18,PLN,Closed,buyer_3
TTK-71707488,04/6/2020,6-2020,company_b,70232.68,USD,Closed,buyer_7
TTK-64190624,22/7/2020,7-2020,company_c,64002.95,PLN,In Progress,buyer_10
TTK-14490640,03/6/2020,6-2020,company_b,68134.14,PLN,Open,buyer_5
TTK-99193613,01/3/2020,3-2020,company_b,54635.41,USD,In Progress,buyer_2
TTK-99166193,25/4/2020,4-2020,company_a,11932.96,EUR,Open,buyer_9
TTK-18843041,24/3/2020,3-2020,company_b,47033.71,PLN,On hold,buyer_5
TTK-33734844,27/5/2020,5-2020,company_a,16617.16,USD,In Progress,buyer_2
TTK-96795496,22/3/2020,3-2020,company_a,50038.87,CHF,Open,buyer_4
TTK-51235483,14/2/2020,2-2020,company_a,72136.92,EUR,In Progress,buyer_3
TTK-2654366,24/1/2020,1-2020,company_c,8716.24,PLN,Clarification,buyer_6
TTK-98382309,08/4/2020,4-2020,company_b,40416.8,EUR,Clarification,buyer_3
TTK-98014832,08/2/2020,2-2020,company_b,73718.39,PLN,In Progress,buyer_2
TTK-95697972,03/8/2020,8-2020,company_c,64747.7,USD,On hold,buyer_10
TTK-74018321,31/5/2020,5-2020,company_c,54848.51,EUR,Clarification,buyer_5
TTK-93542861,17/3/2020,3-2020,company_b,92180.76,USD,Open,buyer_1
TTK-45090037,31/12/2019,12-2019,company_c,53633.87,CHF,On hold,buyer_5
TTK-68753489,10/6/2020,6-2020,company_a,5682.15,PLN,Closed,buyer_8
TTK-94804731,29/5/2020,5-2020,company_b,20232.79,PLN,On hold,buyer_9
TTK-92316852,15/4/2020,4-2020,company_a,49485.33,CHF,On hold,buyer_5
TTK-51011967,22/12/2019,12-2019,company_b,26339.2,CHF,On hold,buyer_8
TTK-3378978,28/7/2020,7-2020,company_a,54935.97,EUR,Clarification,buyer_3
TTK-34343272,04/5/2020,5-2020,company_a,48916.2,USD,Open,buyer_10
TTK-46072532,13/3/2020,3-2020,company_a,71115.59,USD,Closed,buyer_1
TTK-10941837,28/2/2020,2-2020,company_c,44835.99,EUR,Closed,buyer_7
TTK-21126270,25/1/2020,1-2020,company_a,21639.57,CHF,Open,buyer_2
TTK-83864626,22/4/2020,4-2020,company_b,56359.29,EUR,Open,buyer_1
TTK-37443135,08/12/2019,12-2019,company_b,94839.69,CHF,Closed,buyer_7
TTK-23192149,20/2/2020,2-2020,company_a,93568.29,USD,On hold,buyer_4
TTK-73819777,20/2/2020,2-2020,company_b,5647.91,CHF,Closed,buyer_10
TTK-13986694,06/8/2020,8-2020,company_c,79921.2,PLN,Closed,buyer_2
TTK-51218726,01/4/2020,4-2020,company_c,14458.59,PLN,In Progress,buyer_5
TTK-15964679,12/1/2020,1-2020,company_c,22205.74,PLN,On hold,buyer_10
TTK-86448803,14/2/2020,2-2020,company_a,42919.32,EUR,On hold,buyer_2
TTK-91550528,01/5/2020,5-2020,company_a,69367.15,CHF,On hold,buyer_10
TTK-69545514,11/3/2020,3-2020,company_a,6212.1,USD,Clarification,buyer_10
TTK-76175999,18/1/2020,1-2020,company_c,82437.8,PLN,Clarification,buyer_6
TTK-55119919,23/4/2020,4-2020,company_a,30519.45,CHF,In Progress,buyer_6
TTK-38528933,22/2/2020,2-2020,company_a,5467.15,CHF,In Progress,buyer_9
TTK-4518713,03/3/2020,3-2020,company_b,31676.32,CHF,On hold,buyer_7
TTK-64674046,08/5/2020,5-2020,company_b,74313.94,EUR,On hold,buyer_9
TTK-55240710,15/5/2020,5-2020,company_b,53185.92,CHF,In Progress,buyer_4
TTK-62837588,12/5/2020,5-2020,company_c,70249.74,PLN,Clarification,buyer_3
TTK-44608418,15/2/2020,2-2020,company_c,22212.83,CHF,In Progress,buyer_5
TTK-71741401,04/6/2020,6-2020,company_b,456.64,PLN,Closed,buyer_3
TTK-64110043,02/4/2020,4-2020,company_b,5776.82,CHF,Closed,buyer_8
TTK-67714391,20/4/2020,4-2020,company_b,41101.1,EUR,Closed,buyer_6
TTK-65123749,21/4/2020,4-2020,company_c,15461.78,PLN,On hold,buyer_1
TTK-80769470,11/3/2020,3-2020,company_a,73231.96,PLN,Closed,buyer_3
TTK-79202526,21/12/2019,12-2019,company_c,82947.21,CHF,In Progress,buyer_10
TTK-52336052,15/6/2020,6-2020,company_b,36127.53,USD,On hold,buyer_1
TTK-46654943,10/12/2019,12-2019,company_b,19433.8,CHF,In Progress,buyer_7
TTK-60129980,28/12/2019,12-2019,company_a,80319.63,EUR,In Progress,buyer_8
TTK-73385059,15/1/2020,1-2020,company_c,34434.9,EUR,Open,buyer_5
TTK-79090025,16/12/2019,12-2019,company_a,84193.75,EUR,On hold,buyer_4
TTK-76588183,07/1/2020,1-2020,company_c,2328.45,CHF,Clarification,buyer_10
TTK-89616453,15/5/2020,5-2020,company_b,3365.21,PLN,Closed,buyer_5
TTK-34437051,30/4/2020,4-2020,company_c,78492.35,EUR,On hold,buyer_5
TTK-59520090,07/8/2020,8-2020,company_a,36343.74,EUR,Open,buyer_10
TTK-79961982,28/12/2019,12-2019,company_b,86778.42,USD,On hold,buyer_9
TTK-59518989,05/5/2020,5-2020,company_b,26766.68,CHF,Open,buyer_1
TTK-44667210,04/7/2020,7-2020,company_c,65231.34,USD,Clarification,buyer_5
TTK-74064244,29/4/2020,4-2020,company_c,83459.7,USD,In Progress,buyer_1
TTK-72199308,17/5/2020,5-2020,company_b,7591.19,USD,In Progress,buyer_9
TTK-46172271,19/7/2020,7-2020,company_b,74864.93,PLN,Clarification,buyer_4
TTK-57282931,11/5/2020,5-2020,company_b,82041.13,CHF,Clarification,buyer_1
TTK-66093610,16/6/2020,6-2020,company_a,93956.47,CHF,Clarification,buyer_2
TTK-60418680,06/8/2020,8-2020,company_c,11335.9,EUR,Clarification,buyer_6
TTK-76728444,02/2/2020,2-2020,company_a,40228.15,CHF,On hold,buyer_5
TTK-30150775,19/7/2020,7-2020,company_a,72501.86,CHF,In Progress,buyer_2
TTK-6659822,01/2/2020,2-2020,company_c,9876.36,PLN,Closed,buyer_9
TTK-90860350,24/7/2020,7-2020,company_b,16156.24,EUR,Closed,buyer_5
TTK-78939043,14/1/2020,1-2020,company_b,58846.77,PLN,In Progress,buyer_2
TTK-74261926,08/1/2020,1-2020,company_c,64310.64,PLN,On hold,buyer_4
TTK-94885166,31/1/2020,1-2020,company_c,42222.86,CHF,Closed,buyer_6
TTK-52450544,03/3/2020,3-2020,company_b,43608.4,USD,Open,buyer_7
TTK-76739770,13/8/2020,8-2020,company_c,17978.18,PLN,In Progress,buyer_6
TTK-84782584,27/12/2019,12-2019,company_b,65904.89,PLN,Closed,buyer_7
TTK-78441536,11/2/2020,2-2020,company_a,80861.56,PLN,Closed,buyer_8
TTK-57898501,04/3/2020,3-2020,company_b,29647.5,EUR,On hold,buyer_4
TTK-74019257,10/5/2020,5-2020,company_a,64980,PLN,In Progress,buyer_7
TTK-35701355,04/8/2020,8-2020,company_a,22765.6,USD,Closed,buyer_6
TTK-99531838,02/6/2020,6-2020,company_c,12656.66,CHF,In Progress,buyer_3
TTK-80047293,18/4/2020,4-2020,company_a,3024.1,EUR,Closed,buyer_4
TTK-68724780,28/12/2019,12-2019,company_a,20314.37,CHF,In Progress,buyer_3
TTK-72751800,01/6/2020,6-2020,company_b,50961,USD,On hold,buyer_10
TTK-70220175,07/8/2020,8-2020,company_c,32173.24,EUR,Clarification,buyer_5
TTK-34414147,07/12/2019,12-2019,company_a,79484.41,CHF,Closed,buyer_10
TTK-19818986,24/12/2019,12-2019,company_b,14108.77,USD,Clarification,buyer_8
TTK-75608516,29/1/2020,1-2020,company_c,62090.33,EUR,Open,buyer_7
TTK-2302032,23/3/2020,3-2020,company_b,79555.21,PLN,In Progress,buyer_4
TTK-24564574,31/7/2020,7-2020,company_a,37317.52,EUR,On hold,buyer_9
TTK-22514058,02/7/2020,7-2020,company_c,46735.42,PLN,Open,buyer_4
TTK-45317334,09/12/2019,12-2019,company_b,93886.1,EUR,Clarification,buyer_7
TTK-88908755,18/1/2020,1-2020,company_b,35452.7,PLN,Closed,buyer_3
TTK-48512573,22/12/2019,12-2019,company_b,46453.12,PLN,On hold,buyer_8
TTK-79960025,01/1/2020,1-2020,company_a,21168.7,CHF,Closed,buyer_4
TTK-24628943,11/2/2020,2-2020,company_a,79215.13,CHF,Closed,buyer_8
TTK-44824999,02/5/2020,5-2020,company_b,30882.78,CHF,Open,buyer_10
TTK-46498062,10/12/2019,12-2019,company_c,35140.3,CHF,On hold,buyer_8
TTK-61774700,09/6/2020,6-2020,company_a,80110.44,USD,Closed,buyer_7
TTK-43898331,30/6/2020,6-2020,company_b,97109.75,USD,On hold,buyer_1
TTK-42095790,21/7/2020,7-2020,company_b,77728.62,USD,In Progress,buyer_5
TTK-46616652,08/5/2020,5-2020,company_b,61895.43,PLN,Closed,buyer_5
TTK-68970577,02/5/2020,5-2020,company_a,59938.24,CHF,On hold,buyer_7
TTK-44796315,11/5/2020,5-2020,company_c,32988.93,PLN,On hold,buyer_6
TTK-41882013,31/3/2020,3-2020,company_c,89337.43,EUR,On hold,buyer_10
TTK-92741261,09/7/2020,7-2020,company_a,97240.25,EUR,Closed,buyer_10
TTK-74927319,28/12/2019,12-2019,company_c,17185.13,CHF,Open,buyer_8
TTK-61450861,12/12/2019,12-2019,company_b,12731.29,USD,In Progress,buyer_5
TTK-58373104,10/6/2020,6-2020,company_b,48289.66,CHF,In Progress,buyer_8
TTK-97424513,29/1/2020,1-2020,company_a,55252.63,CHF,Clarification,buyer_8
TTK-71014121,08/7/2020,7-2020,company_b,98048.25,USD,On hold,buyer_6
TTK-35156520,17/12/2019,12-2019,company_a,27624.17,PLN,In Progress,buyer_6
TTK-11265533,25/3/2020,3-2020,company_b,60860.37,PLN,In Progress,buyer_1
TTK-44800950,11/1/2020,1-2020,company_c,27164.91,CHF,Closed,buyer_3
TTK-7437977,15/2/2020,2-2020,company_c,29396.43,USD,Open,buyer_7
TTK-9461675,16/5/2020,5-2020,company_c,25789.89,USD,Clarification,buyer_2
TTK-11044621,10/4/2020,4-2020,company_a,67371.68,EUR,Closed,buyer_2
TTK-25462248,16/3/2020,3-2020,company_c,36136.92,EUR,Clarification,buyer_8
TTK-21926815,01/1/2020,1-2020,company_b,53700.33,PLN,In Progress,buyer_1
TTK-39892881,26/3/2020,3-2020,company_a,10912.92,CHF,Clarification,buyer_9
TTK-42918991,22/1/2020,1-2020,company_b,260.67,EUR,Clarification,buyer_6
TTK-57508981,25/1/2020,1-2020,company_a,91806.87,USD,Open,buyer_1
TTK-6107371,09/4/2020,4-2020,company_c,85954.79,USD,On hold,buyer_1
TTK-27264820,10/3/2020,3-2020,company_a,17522.35,CHF,On hold,buyer_6
TTK-1079237,24/5/2020,5-2020,company_b,76276.43,USD,On hold,buyer_3
TTK-95822044,21/4/2020,4-2020,company_c,14078.13,PLN,On hold,buyer_4
TTK-69731854,03/3/2020,3-2020,company_c,4962.89,CHF,In Progress,buyer_9
TTK-73954019,20/1/2020,1-2020,company_c,9585.62,PLN,In Progress,buyer_1
TTK-17413026,25/5/2020,5-2020,company_a,75389.72,CHF,Closed,buyer_3
TTK-54019985,27/1/2020,1-2020,company_a,82192.45,EUR,Closed,buyer_2
TTK-70126499,14/3/2020,3-2020,company_a,99313.98,EUR,Open,buyer_10
TTK-58153742,07/6/2020,6-2020,company_b,56764.26,PLN,Open,buyer_5
TTK-37284497,27/3/2020,3-2020,company_b,20831.8,EUR,Open,buyer_4
TTK-64085107,18/4/2020,4-2020,company_c,25909.48,CHF,In Progress,buyer_3
TTK-9008944,04/7/2020,7-2020,company_a,11332.64,CHF,In Progress,buyer_8
TTK-11331446,12/6/2020,6-2020,company_a,47916.83,EUR,Closed,buyer_2
TTK-91689270,22/3/2020,3-2020,company_a,78634.83,USD,On hold,buyer_10
TTK-51173230,25/5/2020,5-2020,company_b,56930,CHF,On hold,buyer_7
TTK-32118820,16/8/2020,8-2020,company_b,73795.85,PLN,Closed,buyer_2
TTK-55484048,02/8/2020,8-2020,company_b,36739.57,EUR,Open,buyer_6
TTK-8888635,02/4/2020,4-2020,company_c,3298.98,PLN,Closed,buyer_5
TTK-33601538,11/7/2020,7-2020,company_b,31287.2,USD,Closed,buyer_10
TTK-74111054,21/6/2020,6-2020,company_a,77414.93,USD,Clarification,buyer_7
TTK-7181630,26/6/2020,6-2020,company_c,10102.64,CHF,Clarification,buyer_6
TTK-20642100,20/3/2020,3-2020,company_c,54118.28,PLN,On hold,buyer_1
TTK-66775672,08/3/2020,3-2020,company_c,17530.63,USD,Clarification,buyer_5
TTK-68916101,17/12/2019,12-2019,company_c,77296.99,PLN,Clarification,buyer_2
TTK-97820781,12/1/2020,1-2020,company_a,23037.96,CHF,Closed,buyer_1
TTK-30309609,20/12/2019,12-2019,company_b,9968.15,CHF,In Progress,buyer_4
TTK-92247763,19/7/2020,7-2020,company_b,26947.92,CHF,Open,buyer_7
TTK-3274336,25/1/2020,1-2020,company_b,8069.96,EUR,In Progress,buyer_2
TTK-50569381,13/4/2020,4-2020,company_a,78228.4,USD,On hold,buyer_6
TTK-68304177,04/7/2020,7-2020,company_a,42986.75,PLN,On hold,buyer_6
TTK-13219602,02/5/2020,5-2020,company_b,78005.77,USD,In Progress,buyer_9
TTK-15833480,13/5/2020,5-2020,company_c,18880.26,EUR,In Progress,buyer_9
TTK-11847175,23/7/2020,7-2020,company_c,13018.9,USD,Closed,buyer_6
TTK-89489681,08/3/2020,3-2020,company_c,52154.4,USD,On hold,buyer_10
TTK-73853353,03/3/2020,3-2020,company_a,46711.1,PLN,On hold,buyer_7
TTK-37624823,01/1/2020,1-2020,company_c,43724.95,PLN,Open,buyer_7
TTK-61088987,25/7/2020,7-2020,company_a,52726.49,PLN,Closed,buyer_7
TTK-76018541,02/7/2020,7-2020,company_c,54351.31,EUR,In Progress,buyer_3
TTK-35939749,09/3/2020,3-2020,company_a,75403.6,EUR,Closed,buyer_2
TTK-95466194,12/7/2020,7-2020,company_c,95084.52,PLN,On hold,buyer_7
TTK-59327193,05/6/2020,6-2020,company_b,46999.89,USD,Closed,buyer_8
TTK-94824961,05/1/2020,1-2020,company_b,61869.5,PLN,On hold,buyer_8
TTK-25055855,28/3/2020,3-2020,company_b,10932.38,EUR,In Progress,buyer_2
TTK-27150112,02/8/2020,8-2020,company_a,57920.93,PLN,Closed,buyer_8
TTK-59223536,27/12/2019,12-2019,company_b,75243.31,CHF,Clarification,buyer_2
TTK-6679742,01/2/2020,2-2020,company_c,75843.26,USD,On hold,buyer_5
TTK-88994185,19/4/2020,4-2020,company_c,4854.41,PLN,Open,buyer_8
TTK-50342952,24/3/2020,3-2020,company_c,75661.5,CHF,Clarification,buyer_8
TTK-34756972,13/2/2020,2-2020,company_c,87640.47,CHF,In Progress,buyer_2
TTK-91594178,20/7/2020,7-2020,company_b,34224.75,CHF,In Progress,buyer_2
TTK-81011029,08/1/2020,1-2020,company_c,72504.63,EUR,Open,buyer_5
TTK-77276749,13/7/2020,7-2020,company_b,27378.94,PLN,In Progress,buyer_6
TTK-59332226,05/5/2020,5-2020,company_b,75789.2,PLN,Open,buyer_10
TTK-40423147,16/7/2020,7-2020,company_a,62372.79,EUR,In Progress,buyer_5
TTK-71174650,29/1/2020,1-2020,company_b,6025.67,EUR,In Progress,buyer_10
TTK-96266727,26/1/2020,1-2020,company_c,8738.4,USD,On hold,buyer_3
TTK-73928009,30/5/2020,5-2020,company_a,13908.55,CHF,On hold,buyer_4
TTK-66678022,11/2/2020,2-2020,company_c,66530.8,USD,Clarification,buyer_3
TTK-18656218,05/1/2020,1-2020,company_b,98276.9,EUR,Open,buyer_8
TTK-6889950,22/5/2020,5-2020,company_c,14955.2,CHF,In Progress,buyer_10
TTK-33534333,16/6/2020,6-2020,company_a,19726.4,CHF,In Progress,buyer_10
TTK-3168826,25/6/2020,6-2020,company_c,65009.9,EUR,Closed,buyer_9
TTK-33468836,16/1/2020,1-2020,company_b,90373.47,USD,In Progress,buyer_9
TTK-98015568,24/5/2020,5-2020,company_b,68000.87,USD,In Progress,buyer_3
TTK-44233849,03/6/2020,6-2020,company_b,27485.76,EUR,Clarification,buyer_3
TTK-75825772,21/4/2020,4-2020,company_a,91871.61,PLN,Clarification,buyer_5
TTK-99823134,19/5/2020,5-2020,company_a,42331.9,PLN,On hold,buyer_4
TTK-16257353,18/4/2020,4-2020,company_c,25729.42,PLN,On hold,buyer_1
TTK-19779548,08/1/2020,1-2020,company_a,39425.38,EUR,On hold,buyer_10
TTK-42047948,31/7/2020,7-2020,company_c,1053.6,CHF,Clarification,buyer_2
TTK-15539031,20/2/2020,2-2020,company_c,12432.47,CHF,Open,buyer_1
TTK-98475372,15/5/2020,5-2020,company_b,77477.35,EUR,Open,buyer_8
TTK-52937611,18/2/2020,2-2020,company_b,47448.34,USD,Open,buyer_2
TTK-72024734,10/6/2020,6-2020,company_c,64737.42,CHF,On hold,buyer_8
TTK-54541862,19/2/2020,2-2020,company_b,94248.99,CHF,Clarification,buyer_2
TTK-93917780,15/4/2020,4-2020,company_c,22786.34,PLN,On hold,buyer_10
TTK-78231823,30/12/2019,12-2019,company_a,15407.84,USD,Closed,buyer_8
TTK-10654022,02/5/2020,5-2020,company_a,46010.18,EUR,Open,buyer_3
TTK-14676432,14/6/2020,6-2020,company_a,76346.97,PLN,Open,buyer_1
TTK-20502935,11/1/2020,1-2020,company_c,24716.34,PLN,Open,buyer_5
TTK-11465993,05/8/2020,8-2020,company_c,2086.75,EUR,On hold,buyer_6
TTK-3330718,16/5/2020,5-2020,company_c,43722.3,PLN,In Progress,buyer_5
TTK-85337054,10/12/2019,12-2019,company_b,78971.56,USD,Open,buyer_9
TTK-93900252,14/5/2020,5-2020,company_a,88045.51,USD,Open,buyer_3
TTK-26377493,20/1/2020,1-2020,company_a,83638.9,EUR,On hold,buyer_3
TTK-5094034,14/3/2020,3-2020,company_b,63929.14,PLN,Clarification,buyer_4
TTK-11404570,21/7/2020,7-2020,company_b,21722.1,CHF,On hold,buyer_7
TTK-82235441,31/3/2020,3-2020,company_a,94988.84,CHF,Closed,buyer_6
TTK-56903080,02/7/2020,7-2020,company_c,81387.33,CHF,Closed,buyer_3
TTK-13444831,19/2/2020,2-2020,company_c,87653.98,CHF,Closed,buyer_8
TTK-6646847,30/12/2019,12-2019,company_b,87397.96,CHF,On hold,buyer_1
TTK-67214997,03/7/2020,7-2020,company_c,85869.44,PLN,Closed,buyer_8
TTK-33848103,05/5/2020,5-2020,company_b,89146.49,PLN,In Progress,buyer_6
TTK-35140851,01/5/2020,5-2020,company_b,89109.71,PLN,Clarification,buyer_7
TTK-14634286,19/3/2020,3-2020,company_c,12271.2,PLN,In Progress,buyer_9
TTK-53350304,25/7/2020,7-2020,company_a,44300.38,USD,Clarification,buyer_7
TTK-3922039,23/4/2020,4-2020,company_a,61066.25,EUR,On hold,buyer_7
TTK-58940906,30/6/2020,6-2020,company_c,15365.2,PLN,Open,buyer_5
TTK-87305247,25/6/2020,6-2020,company_c,40811.5,PLN,On hold,buyer_1
TTK-35797634,30/6/2020,6-2020,company_a,27195.96,CHF,Closed,buyer_9
TTK-56859585,24/12/2019,12-2019,company_b,69077.6,CHF,On hold,buyer_1
TTK-30243891,10/8/2020,8-2020,company_a,91047.19,EUR,Clarification,buyer_10
TTK-90178155,27/12/2019,12-2019,company_a,92896.18,EUR,Open,buyer_9
TTK-55654174,18/3/2020,3-2020,company_b,97961.97,CHF,Clarification,buyer_1
TTK-8912550,14/5/2020,5-2020,company_c,49539.46,CHF,Closed,buyer_1
TTK-85778008,08/8/2020,8-2020,company_c,4569.36,EUR,Clarification,buyer_1
TTK-34260810,06/7/2020,7-2020,company_a,89858.9,PLN,In Progress,buyer_2
TTK-32427606,01/4/2020,4-2020,company_c,43094.67,EUR,Clarification,buyer_5
TTK-75796770,29/3/2020,3-2020,company_c,28729.44,USD,Closed,buyer_4
TTK-29040137,16/5/2020,5-2020,company_a,12677.39,EUR,In Progress,buyer_6
TTK-70973122,06/3/2020,3-2020,company_b,19130.11,EUR,Clarification,buyer_9
TTK-94300603,08/8/2020,8-2020,company_a,24665.73,EUR,Open,buyer_1
TTK-62339181,09/6/2020,6-2020,company_c,62681.19,USD,Closed,buyer_8
TTK-68588287,04/1/2020,1-2020,company_a,9805.49,EUR,Closed,buyer_2
TTK-87734320,02/8/2020,8-2020,company_a,88135.31,PLN,Clarification,buyer_2
TTK-70138855,05/8/2020,8-2020,company_c,56715.44,USD,Closed,buyer_2
TTK-4399582,02/2/2020,2-2020,company_c,94206.41,USD,On hold,buyer_8
TTK-89805391,14/3/2020,3-2020,company_c,4836.8,USD,Open,buyer_7
TTK-64776235,06/4/2020,4-2020,company_a,10996.58,PLN,Clarification,buyer_6
TTK-21157620,06/4/2020,4-2020,company_c,6667.51,PLN,On hold,buyer_6
TTK-58892116,13/2/2020,2-2020,company_c,4574.63,USD,Closed,buyer_7
TTK-60487046,25/12/2019,12-2019,company_a,46436.74,PLN,Clarification,buyer_3
TTK-60738780,28/12/2019,12-2019,company_a,82542.92,PLN,On hold,buyer_3
TTK-69173432,18/7/2020,7-2020,company_a,43659.51,USD,In Progress,buyer_9
TTK-6404643,13/1/2020,1-2020,company_a,94578.11,CHF,Open,buyer_4
TTK-15085415,08/12/2019,12-2019,company_a,86029.8,EUR,Open,buyer_1
TTK-29243390,14/4/2020,4-2020,company_c,85697.39,EUR,Closed,buyer_8
TTK-1492583,30/7/2020,7-2020,company_c,25093.67,PLN,Open,buyer_6
TTK-25478483,04/5/2020,5-2020,company_c,13035.5,USD,Closed,buyer_3
TTK-96361230,31/7/2020,7-2020,company_a,41308.43,USD,On hold,buyer_7
TTK-73359563,18/7/2020,7-2020,company_a,20209.5,USD,In Progress,buyer_10
TTK-77112648,14/8/2020,8-2020,company_a,27661.29,CHF,On hold,buyer_2
TTK-76882317,16/4/2020,4-2020,company_a,77754.75,CHF,Open,buyer_9
TTK-97604272,26/1/2020,1-2020,company_b,30531.51,PLN,Clarification,buyer_10
TTK-44674922,06/8/2020,8-2020,company_a,2529.81,EUR,In Progress,buyer_9
TTK-76613873,06/5/2020,5-2020,company_b,88578.62,EUR,On hold,buyer_6
TTK-51144844,21/6/2020,6-2020,company_a,98914.7,PLN,Clarification,buyer_8
TTK-14121273,09/2/2020,2-2020,company_a,91529.76,CHF,Clarification,buyer_10
TTK-39262446,18/12/2019,12-2019,company_c,39988.53,USD,Closed,buyer_5
TTK-57755870,26/4/2020,4-2020,company_c,46594.88,EUR,Closed,buyer_9
TTK-61869837,29/6/2020,6-2020,company_c,17922.56,USD,Clarification,buyer_1
TTK-31721771,26/5/2020,5-2020,company_b,64403.27,CHF,Open,buyer_5
TTK-88558033,22/2/2020,2-2020,company_b,12147.41,PLN,Closed,buyer_4
TTK-28638265,19/7/2020,7-2020,company_b,73208.88,PLN,In Progress,buyer_7
TTK-72538662,10/4/2020,4-2020,company_a,39445.67,PLN,On hold,buyer_3
TTK-70359630,27/4/2020,4-2020,company_b,68588.17,PLN,Closed,buyer_6
TTK-95197048,10/3/2020,3-2020,company_c,13838.9,PLN,Open,buyer_3
TTK-56476678,10/2/2020,2-2020,company_c,86555.61,CHF,Closed,buyer_4
TTK-92191550,10/7/2020,7-2020,company_a,393.95,USD,On hold,buyer_10
TTK-77350734,10/8/2020,8-2020,company_c,84326.28,USD,Open,buyer_2
TTK-8273033,29/5/2020,5-2020,company_b,47309.65,CHF,Open,buyer_2
TTK-6285503,09/5/2020,5-2020,company_b,44028.14,EUR,Clarification,buyer_1
TTK-74968354,11/2/2020,2-2020,company_c,6777.14,PLN,Closed,buyer_7
TTK-90852487,03/4/2020,4-2020,company_b,11435.32,CHF,Closed,buyer_9
TTK-61185802,07/2/2020,2-2020,company_a,78722.84,USD,Clarification,buyer_8
TTK-9071285,29/6/2020,6-2020,company_c,37233.49,EUR,Open,buyer_7
TTK-55566122,23/3/2020,3-2020,company_b,90264.9,EUR,On hold,buyer_2
TTK-96308369,23/6/2020,6-2020,company_a,93868.78,USD,Clarification,buyer_3
TTK-22915131,05/1/2020,1-2020,company_b,28617.87,PLN,In Progress,buyer_2
TTK-78195000,27/3/2020,3-2020,company_b,19056.91,EUR,Clarification,buyer_1
TTK-13857113,21/7/2020,7-2020,company_b,57038.73,PLN,In Progress,buyer_10
TTK-34393358,22/5/2020,5-2020,company_a,70550.52,USD,On hold,buyer_7
TTK-79995090,07/5/2020,5-2020,company_b,80616.7,USD,On hold,buyer_8
TTK-98256151,08/8/2020,8-2020,company_c,28961.7,CHF,Closed,buyer_10
TTK-28826117,22/12/2019,12-2019,company_b,24021.37,PLN,On hold,buyer_8
TTK-19448169,23/1/2020,1-2020,company_b,83915.97,CHF,Closed,buyer_6
TTK-75223257,16/8/2020,8-2020,company_c,59659.8,CHF,Closed,buyer_1
TTK-66829714,10/1/2020,1-2020,company_a,27708.83,PLN,In Progress,buyer_3
TTK-21007906,01/2/2020,2-2020,company_b,47024.49,USD,Open,buyer_5
TTK-66869591,17/7/2020,7-2020,company_b,27798.58,EUR,In Progress,buyer_1
TTK-43053757,02/8/2020,8-2020,company_c,89043.87,EUR,Clarification,buyer_10
TTK-81815503,26/5/2020,5-2020,company_c,69394.47,EUR,Closed,buyer_8
TTK-94538816,10/6/2020,6-2020,company_b,2621.56,EUR,Open,buyer_7
TTK-99859309,02/3/2020,3-2020,company_b,15127.66,PLN,In Progress,buyer_4
TTK-95370936,21/7/2020,7-2020,company_c,97899.6,EUR,Clarification,buyer_6
TTK-818833,23/2/2020,2-2020,company_c,74571.51,PLN,Open,buyer_1
TTK-3862881,16/4/2020,4-2020,company_c,96715.88,EUR,On hold,buyer_8
TTK-67398515,15/3/2020,3-2020,company_b,49690.64,CHF,Clarification,buyer_5
TTK-91422083,03/8/2020,8-2020,company_b,90763.2,USD,On hold,buyer_8
TTK-17471906,06/3/2020,3-2020,company_c,58766.37,USD,In Progress,buyer_1
